Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
16397303,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16397306,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16401715,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16401717,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16401717,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16401719,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16401729,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16403306,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16407311,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
16407312,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16409828,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16409831,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16409831,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16411705,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16411707,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16411708,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16411708,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16411710,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16412818,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16412818,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16417432,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16418385,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16420110,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16420110,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16421735,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16421737,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16421738,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16421740,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16421741,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16422815,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16422816,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16427183,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
16429520,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16429521,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16430564,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16430565,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16431909,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16431911,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16431912,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16431913,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16431913,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16432889,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16432891,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16432891,00000000,false,Rx,1,2,00,00,00,00,00,00,00,00,
16435085,00000500,false,Rx,1,8,00,00,00,00,00,00,00,00,
16437118,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16439902,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16439903,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16441756,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16441759,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16441759,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16441759,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16441761,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16442748,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16442758,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16442760,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16447453,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
16448688,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16449860,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16451713,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16451715,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16451716,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16451716,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16451718,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16452819,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16452821,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16458583,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16459838,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16460904,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16460906,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16460906,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16462122,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16462124,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16462125,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16462126,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16462126,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16463484,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16468134,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16471460,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16471461,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16471463,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16472373,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16472373,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16472375,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16472376,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16472376,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16478072,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16478074,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16479417,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16480561,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16481687,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16481690,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16481691,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16481691,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16481693,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16482888,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16482889,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16482890,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16488928,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16490708,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16490710,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16490711,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16491772,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16491774,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16491775,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16491776,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16491786,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16492991,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16494080,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16497539,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16497540,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16500490,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16500491,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16501662,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16501664,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16501665,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16501665,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16501666,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16502733,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16507515,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
16507518,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16509402,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16509404,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16510993,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16510994,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16511992,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16511994,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16511994,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16511996,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16511997,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16513224,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16518947,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16518949,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16518950,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16520928,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16521832,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16521833,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16521835,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16521836,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16521837,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16521837,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16522972,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16524183,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16528690,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16528692,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16530608,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16531866,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16531870,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16531870,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16531873,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16532765,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16532765,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16532767,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16532768,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16534476,00000000,false,Rx,1,2,00,00,00,00,00,00,00,00,
16535736,00000500,false,Rx,1,8,00,00,00,00,00,00,00,00,
16535737,00000502,false,Rx,1,5,00,00,00,00,00,00,00,00,
16537845,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16539221,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16539223,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16540332,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16540334,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16541885,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16541888,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16541889,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16541891,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16541892,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16542884,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16543902,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16547888,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
16549206,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16550963,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16550964,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16550965,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16552041,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16552042,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16552043,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16552043,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16552045,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16553578,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16558242,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16559297,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16560839,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16560839,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16560841,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16561938,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16561938,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16561940,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16561941,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16561943,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16563089,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16566976,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
16568081,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16568083,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16571093,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16571095,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16571096,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16572256,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16572257,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16572258,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16572258,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16572260,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16577179,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16578881,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16578883,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16580368,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16581491,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16581492,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16581494,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16581494,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16582543,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16582545,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16582546,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16582547,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16588104,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
16589092,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16590677,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16590679,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16592081,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16592082,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16592085,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16592085,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16592087,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16592884,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16594393,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16597445,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16599352,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16600342,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16600344,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16601751,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16601754,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16601755,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16601756,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16601758,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16602872,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16607546,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
16607548,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16609991,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16609994,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16611763,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16611764,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16611764,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16611766,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16611767,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16612829,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16612832,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16612832,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16617052,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16618246,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16619473,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16619475,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16621670,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16621671,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16621672,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16621673,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16621673,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16622872,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16622872,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16622874,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16627697,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
16628830,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16628832,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16630804,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16630807,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16631901,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16631902,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16631903,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16631903,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16631905,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16633099,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16633099,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16634595,00000000,false,Rx,1,2,00,00,00,00,00,00,00,00,
16635888,00000500,false,Rx,1,8,00,00,00,00,00,00,00,00,
16635890,00000502,false,Rx,1,5,00,00,00,00,00,00,00,00,
16637875,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16639406,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16639408,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16640432,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16641821,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16641822,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16641824,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16641825,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16641825,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16643391,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16647717,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
16649822,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16650883,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16650884,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16651906,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16651907,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16651909,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16651910,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16651910,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16651912,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16653343,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16657734,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16657737,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16659769,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16661089,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16661090,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16661093,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16662350,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16662351,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16662353,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16662355,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16663393,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16668571,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16668572,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16670929,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16671862,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16671864,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16671865,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16671866,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16671866,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16671868,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16672982,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16672985,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16677586,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16677589,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16679656,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16680824,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16680826,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16681974,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16681975,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16681977,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16681978,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16687580,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
16687581,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16689429,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16690591,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16691614,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16691616,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16691617,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16691617,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16691619,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16692803,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16692806,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16692808,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16697296,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16697298,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16699158,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16701066,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16701069,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16701070,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16702293,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16702295,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16702296,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16702297,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16704104,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16707079,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
16708480,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16709748,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16711189,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16711191,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16711192,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16711193,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16712399,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16712402,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16712402,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16717134,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16720732,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16720734,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16721920,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16721922,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16721923,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16721924,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16721924,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16722971,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16722973,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
16727993,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
16727996,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16729440,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16730772,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16730789,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16731881,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
16731883,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16731884,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16731884,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
16731886,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
16734538,00000000,false,Rx,1,2,00,00,00,00,00,00,00,00,
16735700,00000500,false,Rx,1,8,00,00,00,00,00,00,00,00,
16735700,00000502,false,Rx,1,5,00,00,00,00,00,00,00,00,
16737587,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
16737590,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16739187,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
16740881,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
16740883,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
16740884,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
16742054,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
16742056,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
16742057,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
16742058,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
